"","ResponseId","co1","co2","co3an","co3bn","co3abn","co4","co5","co6","co7_1","co7_2","co7_3","co8","bs1","bs2","bs3","traust1","traust2","traust3_1","traust3_2","traust3_3","traust3_4","traust3_5","traust3_6","traust3_7","traust3_8","traust3_9","traust4","traust5","heilsa1","heilsa2","heilsa3","heilsa4","heilsa5","heilsa6","heilsa7","br1","br2","br3","br4","br5_1","br5_2","br5_3","br5_4","af1_1","af1_2","af1_3","af1_4","af1_5","af1_6","af1_7","af1_8","af1_9","af2_1","af2_2","af2_3","af2_4","af2_5","af2_6","vh","kyn","aldur4","aldur6","aldur7","buseta","buseta4","menntun3","menntun4","menntun5","stada4","stada","atvinna4","atvinna","hjuskapur4","born","einstaklingstekjur5","einstaklingstekjur6","heimilistekjur5","heimilistekjur6","kos6","Vigt"
"133","R_3kH6rIGNWG0DIqP        ","Frekar eða mjög miklar","Já, hvað?","Enga","Enga","Enga","Já, stundum eða sjaldan","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Mjög miklu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Hvorki né","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Frekar vel","Hvorki vel né illa","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Já, 1-2 sinnum í viku","Mjög góða","Nei","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Hvorki mikil né lítil","Nei","Um það bil jafn mikið",NA,"Frekar sammála",NA,"Mjög ósammála","Mjög sammála","Frekar miklar","Frekar litlar","Hvorki miklar né litlar","Mjög miklar","Frekar miklar","Frekar miklar","Mjög miklar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála",NA,"Kona","60 ára og eldri","56-65 ára","56-65 ára","Landsbyggð","Landsbyggðin","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Skrifstofufólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","Hærri en 1300 þús. kr.","1101-1500 þús. kr.",NA,1.60018764672371
"134","R_vc6WuKRQC5azUOd        ","Frekar eða mjög miklar","Já, hvað?","Enga","Enga","Enga","Já, nokkuð oft/nær allan tímann","Nei","Já, ég hef farið í sýnatöku hjá Íslenskri erfðagreiningu","Öllu eða nær öllu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Öðru hvoru","Mjög góða","Já","Mjög góða","Já","Svipað og vanalega","Já","Mun minni en vanalega","Hvorki mikil né lítil","Nei","Um það bil jafn mikið",NA,"Frekar ósammála","Mjög ósammála","Mjög ósammála","Frekar sammála","Hvorki miklar né litlar","Mjög litlar eða engar",NA,"Frekar litlar","Frekar miklar","Hvorki miklar né litlar","Frekar litlar","Mjög litlar eða engar","Frekar litlar","Frekar sammála","Frekar ósammála","Hvorki sammála né ósammála",NA,"Hvorki sammála né ósammála","Frekar sammála",NA,"Kona","60 ára og eldri","56-65 ára","56-65 ára","Landsbyggð","Landsbyggðin","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Þjónustu-, umönnunar-, sölu- og afgreiðslufólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","901-1300 þús. kr.","901-1100 þús. kr.","Sjálfstæðisflokkinn",1.60018764672371
"135","R_vOIRB0K5NwJkm8V        ","Frekar eða mjög miklar","Nei","Enga","Enga","Enga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Já, í sjálfskipaðri sóttkví","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, líklega","Hvorki né","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Mjög vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Góða","Já","Mjög góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil",NA,NA,NA,"Frekar sammála","Mjög ósammála","Mjög ósammála","Frekar sammála","Mjög miklar",NA,"Frekar miklar","Frekar miklar","Mjög miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar litlar","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","5","Kona","60 ára og eldri","56-65 ára","56-65 ára","Landsbyggð","Landsbyggðin","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Önnur staða á vinnumarkaði","Á eftirlaunum",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","300 þús. kr. eða lægri","300 þús. kr. eða lægri","401-600 þús. kr.","401-600 þús. kr.","Miðflokkinn",1.60018764672371
"136","R_1o5PwMrBXuIBWIb        ","Frekar eða mjög miklar","Já, hvað?","Enga","Enga","Enga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Já, í sjálfskipaðri sóttkví","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög illa","Mjög illa","Frekar vel",NA,"Frekar vel","Frekar vel","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Sæmilega","Já","Sæmilega","Já","Svipað og vanalega","Já","Meiri en vanalega","Frekar mikil",NA,NA,NA,"Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Mjög sammála","Frekar miklar",NA,"Frekar miklar","Frekar miklar","Mjög miklar","Mjög litlar eða engar","Mjög miklar","Frekar miklar","Hvorki miklar né litlar",NA,"Hvorki sammála né ósammála","Hvorki sammála né ósammála","Mjög sammála","Frekar sammála","Frekar sammála",NA,"Kona","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Önnur staða á vinnumarkaði","Öryrki",NA,NA,"Einhleyp(ur)","Engin börn á heimilinu","300 þús. kr. eða lægri","300 þús. kr. eða lægri","400 þús. kr. eða lægri","400 þús. kr. eða lægri",NA,1.58737401791403
"137","R_2uOKFyOqtAC93Ud        ","Frekar eða mjög miklar","Já, hvað?","Enga","1-2 einstaklinga","1-2 einstaklinga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Já, í sjálfskipaðri sóttkví","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Mjög miklu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Hvorki vel né illa","Frekar vel","Hvorki vel né illa","Hvorki vel né illa","Já, 3 sinnum í viku eða oftar","Öðru hvoru","Góða","Já","Góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil","Nei","Um það bil jafn mikið",NA,"Mjög sammála","Mjög ósammála","Frekar ósammála","Frekar sammála","Mjög miklar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög litlar eða engar","Mjög miklar","Frekar litlar","Frekar miklar","Frekar miklar","Hvorki miklar né litlar","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Mjög sammála","Mjög sammála","Mjög sammála","8","Kona","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Skrifstofufólk","Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","601-900 þús. kr.","601-900 þús. kr.","Sjálfstæðisflokkinn",1.58737401791403
"138","R_33CpCwNM0B6H2WL        ","Frekar eða mjög miklar","Já, hvað?","1-2 einstaklinga","Enga","1-2 einstaklinga","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Hvorki vel né illa","Hvorki vel né illa","Frekar illa","Mjög vel","Frekar vel","Frekar vel","Já, 3 sinnum í viku eða oftar","Já, 1-2 sinnum í viku","Sæmilega","Já","Mjög góða","Já","Svipað og vanalega","Já","Svipuð og vanalega","Frekar mikil","Nei","Meira",NA,"Mjög sammála",NA,"Mjög ósammála","Frekar sammála","Frekar miklar","Mjög litlar eða engar","Frekar litlar","Hvorki miklar né litlar","Mjög miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Mjög sammála","Mjög sammála","Frekar sammála","9","Kona","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Reykjavík","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Í launuðu starfi","Í launuðu starfi",NA,NA,"Skilin(n) eða ekkill/ekkja","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","400 þús. kr. eða lægri","400 þús. kr. eða lægri",NA,1.58737401791403
"139","R_3F34inbqj1Jj1tU        ","Ekki miklar","Nei",NA,"Enga",NA,"Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Öllu eða mjög miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Frekar illa","Hvorki vel né illa","Frekar illa",NA,"Mjög illa",NA,"Já, 3 sinnum í viku eða oftar","Öðru hvoru","Mjög góða",NA,NA,"Nei",NA,"Já",NA,"Hvorki mikil né lítil",NA,NA,NA,NA,NA,NA,NA,"Hvorki miklar né litlar",NA,"Frekar miklar","Frekar litlar","Frekar miklar","Frekar miklar","Frekar miklar","Mjög litlar eða engar","Mjög litlar eða engar","Hvorki sammála né ósammála",NA,NA,"Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála",NA,"Kona","60 ára og eldri","66 ára eða eldri","66-75 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Önnur staða á vinnumarkaði","Á eftirlaunum",NA,NA,"Skilin(n) eða ekkill/ekkja",NA,NA,NA,NA,NA,NA,1.58737401791403
"140","R_1K7reYGgrh7L7fe        ","Frekar eða mjög miklar","Nei","3-10 manns","1-2 einstaklinga","3-10 manns","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef ekki farið í sýnatöku","Frekar miklu leyti eða minna","Frekar miklu leyti eða minna","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Frekar vel","Hvorki vel né illa","Frekar illa","Já, 1-2 sinnum í viku","Já, 1-2 sinnum í viku","Mjög góða","Nei","Góða","Nei",NA,"Já","Mun minni en vanalega","Frekar mikil","Nei","Meira","Mjög lítil eða engin","Mjög sammála","Frekar ósammála","Frekar ósammála","Mjög sammála","Frekar miklar","Mjög litlar eða engar","Frekar litlar","Hvorki miklar né litlar","Frekar miklar","Frekar litlar","Hvorki miklar né litlar","Mjög litlar eða engar","Mjög litlar eða engar","Hvorki sammála né ósammála","Frekar ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar sammála","Hvorki sammála né ósammála","2","Kona","18-29 ára","18-25 ára","18-25 ára","Höfuðborgarsvæði","Reykjavík","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Skrifstofufólk","Einhleyp(ur)","Engin börn á heimilinu","501-700 þús. kr.","501-700 þús. kr.","401-600 þús. kr.","401-600 þús. kr.","Annan flokk eða framboð",1.48871255781693
"141","R_2aWD57QNXeAAN8t        ","Frekar eða mjög miklar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kona","18-29 ára","18-25 ára","18-25 ára","Höfuðborgarsvæði","Reykjavík","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Önnur staða á vinnumarkaði","Í fæðingarorlofi/foreldraorlofi",NA,NA,"Í sambúð","Börn á heimilinu","300 þús. kr. eða lægri","300 þús. kr. eða lægri","400 þús. kr. eða lægri","400 þús. kr. eða lægri",NA,1.48871255781693
"142","R_2xynZMi7K32bFDA        ","Ekki miklar","Nei","3-10 manns","1-2 einstaklinga","3-10 manns","Já, nokkuð oft/nær allan tímann","Nei","Nei, ég hef óskað eftir sýnatöku en ekki fengið","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Hvorki miklu né litlu leyti eða minna","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Hvorki né","Mjög ánægð(ur)","Frekar ánægð(ur)","Mjög vel","Frekar vel","Mjög vel","Hvorki vel né illa","Hvorki vel né illa","Hvorki vel né illa","Hvorki vel né illa","Hvorki vel né illa","Frekar vel","Já, 1-2 sinnum í viku","Já, 3 sinnum í viku eða oftar","Sæmilega","Nei","Lélega","Já","Svipað og vanalega","Já","Minni en vanalega","Frekar mikil","Nei","Um það bil jafn mikið",NA,"Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Frekar sammála","Frekar miklar","Frekar litlar","Hvorki miklar né litlar","Frekar litlar","Mjög miklar","Frekar miklar","Frekar miklar","Hvorki miklar né litlar","Frekar litlar","Mjög sammála","Mjög sammála","Frekar sammála","Hvorki sammála né ósammála",NA,"Hvorki sammála né ósammála",NA,"Kona","18-29 ára","18-25 ára","18-25 ára","Höfuðborgarsvæði","Reykjavík","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Í launuðu starfi","Í launuðu starfi","Skrifstofu-, sölu- og þjónustufólk","Þjónustu-, umönnunar-, sölu- og afgreiðslufólk","Í sambúð","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","601-900 þús. kr.","601-900 þús. kr.","Viðreisn",1.48871255781693
"143","R_3GqPZeUnYZYruwX        ","Frekar eða mjög miklar","Nei","3-10 manns","3-10 manns","3-10 manns","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Mjög miklu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög illa","Öðru hvoru","Öðru hvoru","Góða","Nei","Góða","Nei",NA,"Já","Minni en vanalega","Hvorki mikil né lítil","Nei","Meira",NA,"Mjög sammála","Mjög ósammála","Mjög ósammála","Mjög sammála","Frekar miklar","Mjög litlar eða engar","Frekar miklar","Mjög litlar eða engar","Mjög miklar","Frekar miklar","Mjög miklar","Hvorki miklar né litlar","Frekar litlar","Mjög sammála","Frekar ósammála","Frekar sammála","Frekar sammála","Mjög sammála","Hvorki sammála né ósammála","3","Kona","18-29 ára","18-25 ára","18-25 ára","Höfuðborgarsvæði","Reykjavík","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Önnur staða á vinnumarkaði","Annað, hvað?",NA,NA,"Í sambúð","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","401-600 þús. kr.","401-600 þús. kr.","Samfylkinguna",1.48871255781693
"144","R_pMfvQqDYCDpNW7L        ","Ekki miklar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Kona","18-29 ára","18-25 ára","18-25 ára","Höfuðborgarsvæði","Nágrannasveitarfélög Reykjavíkur","Háskólamenntun","Háskólanám","Grunnnám í háskóla","Önnur staða á vinnumarkaði","Annað, hvað?",NA,NA,"Í sambúð","Engin börn á heimilinu",NA,NA,NA,NA,NA,1.48871255781693
"145","R_2X57QUujJovfPbS        ","Frekar eða mjög miklar","Nei","Enga","Enga","Enga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Mjög miklu leyti","Mjög miklu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Frekar vel","Frekar vel","Mjög vel","Mjög vel","Já, 3 sinnum í viku eða oftar","Já, 3 sinnum í viku eða oftar","Mjög góða","Nei","Mjög góða","Nei",NA,"Já","Mun minni en vanalega","Hvorki mikil né lítil",NA,NA,NA,"Hvorki sammála né ósammála","Mjög ósammála","Mjög ósammála","Mjög sammála","Frekar miklar","Mjög litlar eða engar","Mjög litlar eða engar","Frekar litlar","Frekar miklar","Frekar miklar","Frekar miklar","Frekar litlar","Frekar miklar","Hvorki sammála né ósammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","Frekar sammála","3","Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Landsbyggð","Landsbyggðin","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Önnur staða á vinnumarkaði","Á eftirlaunum",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","401-600 þús. kr.","401-600 þús. kr.","Annan flokk eða framboð",1.44183007708747
"146","R_3EtMh5pwPnERbEL        ","Frekar eða mjög miklar","Nei",NA,NA,NA,"Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Já, ég hef farið í sýnatöku hjá Landspítala eða heilsugæslu","Mjög miklu leyti","Mjög miklu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, líklega","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Já, 3 sinnum í viku eða oftar","Já, 1-2 sinnum í viku","Góða","Nei","Góða","Nei",NA,"Já","Minni en vanalega","Frekar lítil","Nei",NA,"Frekar lítil","Frekar sammála","Frekar ósammála","Frekar ósammála","Frekar ósammála","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Hvorki miklar né litlar","Frekar litlar","Frekar litlar","Frekar litlar","Hvorki miklar né litlar","Frekar sammála","Frekar sammála","Frekar sammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","Hvorki sammála né ósammála","9","Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Landsbyggð","Landsbyggðin","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Önnur staða á vinnumarkaði","Á eftirlaunum",NA,NA,"Í hjónabandi/staðfestri samvist","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","401-600 þús. kr.","401-600 þús. kr.","Sjálfstæðisflokkinn",1.44183007708747
"147","R_3RqiiwjYQ71h1oL        ","Frekar eða mjög miklar","Nei","Enga","Enga","Enga","Nei, aldrei eða nær aldrei/Er ekki í starfi","Nei","Nei, ég hef ekki farið í sýnatöku","Öllu eða nær öllu leyti","Öllu eða nær öllu leyti","Frekar miklu leyti","Mjög eða frekar líklegt","Já, tvímælalaust","Já, tvímælalaust","Já, tvímælalaust","Mjög ánægð(ur)","Mjög ánægð(ur)","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Mjög vel","Já, 3 sinnum í viku eða oftar","Öðru hvoru","Góða","Já","Góða","Nei",NA,"Já","Svipuð og vanalega","Frekar mikil",NA,NA,NA,"Mjög sammála","Mjög ósammála","Mjög sammála","Mjög sammála","Mjög miklar","Mjög litlar eða engar","Mjög litlar eða engar","Frekar litlar","Mjög miklar","Hvorki miklar né litlar","Frekar miklar","Hvorki miklar né litlar","Frekar litlar","Frekar sammála","Hvorki sammála né ósammála","Frekar sammála","Mjög sammála","Mjög sammála","Mjög sammála","5","Karl","60 ára og eldri","66 ára eða eldri","66-75 ára","Landsbyggð","Landsbyggðin","Grunnskólamenntun","Grunnskólanám","Grunnskólanám","Önnur staða á vinnumarkaði","Á eftirlaunum",NA,NA,"Skilin(n) eða ekkill/ekkja","Engin börn á heimilinu","301-500 þús. kr.","301-500 þús. kr.","400 þús. kr. eða lægri","400 þús. kr. eða lægri",NA,1.44183007708747
