"","gender","age","elecdist","polintr","pltrust","govprfmBB","prtfvote16"
"1243","Karl",40,6,"Nokkurn áhuga",NA,"Mjög illa","Framsóknarflokkurinn"
"1244","Kona",30,4,"Nokkurn áhuga",NA,"Frekar illa",NA
"1245","Karl",25,5,"Nokkurn áhuga",NA,"Mjög illa",NA
"1246","Kona",26,5,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1247","Kona",25,2,"Mikinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1248","Kona",40,4,"Lítinn áhuga",NA,"Mjög illa","Sjálfstæðisflokkurinn"
"1249","Kona",54,7,"Nokkurn áhuga","Sumum","Frekar vel","Píratar"
"1250","Karl",63,5,"Mikinn áhuga",NA,"Frekar vel",NA
"1251","Kona",24,5,"Nokkurn áhuga",NA,"Frekar illa","Píratar"
"1252","Karl",77,6,"Mikinn áhuga","Sumum","Frekar vel","Viðreisn"
"1253","Karl",68,1,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1254","Kona",69,5,"Mikinn áhuga","Fáum","Frekar illa","Viðreisn"
"1255","Kona",86,1,"Mjög mikinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1256","Kona",20,7,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1257","Kona",68,7,"Nokkurn áhuga",NA,"Frekar vel",NA
"1258","Kona",58,6,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1259","Kona",69,2,"Nokkurn áhuga"," Mörgum","Frekar vel","Framsóknarflokkurinn"
"1260","Karl",43,6,"Mjög mikinn áhuga","Sumum","Mjög illa","Vinstrihreyfingin grænt framboð"
"1261","Karl",24,7,"Nokkurn áhuga","Sumum",NA,"Píratar"
"1262","Kona",52,7,"Nokkurn áhuga"," Mörgum","Frekar vel","Björt framtíð"
"1263","Kona",75,1,"Lítinn áhuga",NA,"Mjög illa","Kaus ekki"
"1264","Kona",22,4,"Lítinn áhuga",NA,"Frekar vel","Samfylkingin"
"1265","Karl",66,2,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1266","Karl",63,5,"Lítinn áhuga"," Mörgum",NA,"Samfylkingin"
"1267","Karl",71,7,"Mikinn áhuga",NA,"Mjög illa","Flokkur fólksins"
"1268","Kona",28,5,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1269","Kona",27,5,"Lítinn áhuga","Sumum","Frekar vel","Björt framtíð"
"1270","Kona",54,6,"Mjög mikinn áhuga","Yfirleitt","Frekar illa","Björt framtíð"
"1271","Kona",61,6,"Mikinn áhuga","Sumum",NA,NA
"1272","Kona",47,2,"Mjög mikinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1273","Karl",73,5,"Nokkurn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1274","Kona",44,5,"Nokkurn áhuga",NA,NA,NA
"1275","Kona",73,6,"Nokkurn áhuga","Sumum","Frekar illa",NA
"1276","Karl",38,5,"Mikinn áhuga","Sumum","Mjög illa","Píratar"
"1277","Kona",38,7,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1278","Kona",57,5,"Lítinn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1279","Kona",56,2,"Nokkurn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"1280","Kona",42,5,"Lítinn áhuga","Sumum","Frekar illa",NA
"1281","Kona",36,1,"Nokkurn áhuga",NA,"Frekar illa","Flokkur fólksins"
"1282","Kona",41,5,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1283","Kona",56,7,"Lítinn áhuga","Sumum","Frekar vel",NA
"1284","Karl",29,5,"Nokkurn áhuga",NA,"Mjög illa","Píratar"
"1285","Kona",38,1,"Mikinn áhuga",NA,"Frekar vel",NA
"1286","Kona",43,7,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1287","Kona",51,1,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1288","Kona",26,5,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1289","Kona",22,4,"Mikinn áhuga",NA,"Mjög illa","Vinstrihreyfingin grænt framboð"
"1290","Kona",29,5,"Nokkurn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1291","Kona",64,1,"Nokkurn áhuga","Sumum","Frekar vel","Vinstrihreyfingin grænt framboð"
"1292","Kona",30,7,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1293","Karl",40,2,"Mjög mikinn áhuga","Sumum","Frekar illa","Viðreisn"
"1294","Kona",56,2,"Nokkurn áhuga","Fáum","Frekar vel",NA
"1295","Kona",30,6,"Nokkurn áhuga"," Mörgum","Frekar illa","Píratar"
"1296","Kona",32,2,"Lítinn áhuga","Sumum",NA,NA
"1297","Karl",81,5,"Mikinn áhuga",NA,"Mjög illa","Samfylkingin"
"1298","Karl",27,5,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1299","Kona",36,7,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1300","Karl",87,2,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1301","Kona",69,7,"Nokkurn áhuga","Sumum","Frekar vel","Vinstrihreyfingin grænt framboð"
"1302","Kona",55,7,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1303","Karl",29,5,"Nokkurn áhuga",NA,"Mjög illa",NA
"1304","Kona",49,6,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1305","Kona",63,4,"Lítinn áhuga","Fáum","Frekar illa",NA
"1306","Kona",57,4,"Lítinn áhuga",NA,"Frekar vel",NA
"1307","Kona",67,2,"Mikinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1308","Kona",61,5,"Mikinn áhuga","Sumum","Frekar illa","Samfylkingin"
"1309","Karl",25,1,"Nokkurn áhuga",NA,"Mjög illa","Alþýðufylkingin"
"1310","Kona",66,5,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1311","Kona",81,7,"Nokkurn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1312","Kona",39,4,"Nokkurn áhuga",NA,"Frekar vel",NA
"1313","Kona",30,5,"Mjög mikinn áhuga",NA,"Mjög illa","Vinstrihreyfingin grænt framboð"
"1314","Kona",22,6,"Nokkurn áhuga","Sumum","Frekar illa","Píratar"
"1315","Kona",33,7,"Nokkurn áhuga"," Mörgum","Mjög illa","Vinstrihreyfingin grænt framboð"
"1316","Kona",21,4,"Lítinn áhuga",NA,"Frekar vel","Kaus ekki"
"1317","Kona",18,6,"Mikinn áhuga",NA,"Frekar illa",NA
"1318","Kona",62,6,"Nokkurn áhuga","Sumum","Frekar vel","Samfylkingin"
"1319","Kona",46,5,"Mikinn áhuga",NA,"Frekar illa","Píratar"
"1320","Karl",40,5,"Nokkurn áhuga",NA,NA,"Viðreisn"
"1321","Kona",42,7,"Nokkurn áhuga",NA,"Frekar illa","Samfylkingin"
"1322","Karl",53,4,"Lítinn áhuga","Sumum","Frekar illa","Sjálfstæðisflokkurinn"
"1323","Kona",22,5,"Mikinn áhuga",NA,"Frekar vel","Píratar"
"1324","Kona",36,7,"Lítinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1325","Kona",45,5,"Mjög mikinn áhuga"," Mörgum","Frekar vel","Viðreisn"
"1326","Karl",19,1,"Engan áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1327","Karl",73,1,"Nokkurn áhuga",NA,"Frekar illa","Samfylkingin"
"1328","Karl",71,2,"Nokkurn áhuga",NA,"Frekar illa","Flokkur fólksins"
"1329","Karl",65,1,"Lítinn áhuga",NA,"Frekar illa","Kaus ekki"
"1330","Kona",47,4,"Engan áhuga","Fáum","Frekar illa",NA
"1331","Kona",54,6,"Nokkurn áhuga","Fáum","Frekar vel","Vinstrihreyfingin grænt framboð"
"1332","Kona",57,5,"Nokkurn áhuga",NA,"Frekar illa",NA
"1333","Kona",50,4,"Lítinn áhuga","Fáum","Frekar illa","Framsóknarflokkurinn"
"1334","Kona",61,5,"Lítinn áhuga",NA,"Frekar illa","Björt framtíð"
"1335","Karl",45,1,"Mikinn áhuga",NA,"Frekar illa","Samfylkingin"
"1336","Kona",20,1,"Nokkurn áhuga",NA,"Frekar vel","Samfylkingin"
"1337","Kona",53,6,"Lítinn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"1338","Kona",50,4,"Lítinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1339","Kona",61,2,"Nokkurn áhuga"," Mörgum","Frekar vel","Viðreisn"
"1340","Kona",56,4,"Lítinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1341","Karl",71,2,"Lítinn áhuga","Fáum","Frekar illa",NA
"1342","Kona",36,5,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1343","Karl",68,1,"Engan áhuga","Engum","Frekar illa",NA
"1344","Kona",54,4,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1345","Karl",76,7,"Nokkurn áhuga",NA,"Mjög illa","Sjálfstæðisflokkurinn"
"1346","Karl",54,4,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1347","Kona",32,7,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1348","Kona",24,6,"Nokkurn áhuga","Fáum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1349","Karl",59,1,"Lítinn áhuga","Sumum","Frekar illa","Píratar"
"1350","Karl",71,4,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1351","Karl",29,7,"Nokkurn áhuga","Sumum","Mjög illa","Samfylkingin"
"1352","Kona",58,5,"Mjög mikinn áhuga",NA,"Mjög illa","Samfylkingin"
"1353","Karl",42,7,"Mikinn áhuga",NA,"Mjög illa","Viðreisn"
"1354","Kona",79,2,"Nokkurn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1355","Kona",37,1,"Nokkurn áhuga",NA,"Mjög illa","Viðreisn"
"1356","Kona",37,6,"Nokkurn áhuga","Fáum","Frekar vel","Sjálfstæðisflokkurinn"
"1357","Kona",77,2,"Engan áhuga","Sumum",NA,NA
"1358","Karl",63,1,"Engan áhuga","Fáum","Mjög illa",NA
"1359","Kona",83,7,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1360","Kona",43,5,"Lítinn áhuga"," Mörgum","Frekar illa","Kaus ekki"
"1361","Karl",58,2,"Nokkurn áhuga",NA,"Mjög illa","Samfylkingin"
"1362","Karl",71,4,"Nokkurn áhuga"," Mörgum","Frekar illa","Framsóknarflokkurinn"
"1363","Kona",50,2,"Lítinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1364","Kona",71,1,"Nokkurn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1365","Kona",41,5,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1366","Karl",42,7,"Nokkurn áhuga",NA,"Frekar illa","Kaus ekki"
"1367","Kona",47,7,"Engan áhuga",NA,NA,"Björt framtíð"
"1368","Karl",47,1,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1369","Karl",75,4,"Lítinn áhuga","Sumum","Frekar vel","Flokkur fólksins"
"1370","Kona",46,6,"Lítinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1371","Karl",27,5,"Nokkurn áhuga",NA,"Frekar illa","Kaus ekki"
"1372","Kona",27,2,"Nokkurn áhuga","Fáum","Frekar illa","Píratar"
"1373","Kona",50,1,"Lítinn áhuga","Sumum","Frekar illa",NA
"1374","Karl",28,5,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1375","Kona",52,5,"Nokkurn áhuga","Sumum","Frekar illa",NA
"1376","Kona",25,7,"Lítinn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1377","Kona",44,6,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1378","Karl",48,6,"Mjög mikinn áhuga","Fáum","Frekar vel","Sjálfstæðisflokkurinn"
"1379","Kona",50,5,"Mikinn áhuga","Sumum",NA,"Vinstrihreyfingin grænt framboð"
"1380","Karl",70,5,"Nokkurn áhuga","Sumum","Frekar illa","Framsóknarflokkurinn"
"1381","Kona",81,4,"Mikinn áhuga",NA,"Frekar illa","Samfylkingin"
"1382","Kona",21,5,"Lítinn áhuga","Sumum","Frekar illa","Björt framtíð"
"1383","Kona",53,2,"Lítinn áhuga","Sumum","Frekar vel",NA
"1384","Karl",73,5,"Nokkurn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1385","Kona",46,2,"Lítinn áhuga",NA,"Frekar illa",NA
"1386","Karl",31,6,"Mjög mikinn áhuga"," Mörgum","Frekar vel","Framsóknarflokkurinn"
"1387","Karl",48,5,"Nokkurn áhuga",NA,NA,"Sjálfstæðisflokkurinn"
"1388","Karl",46,7,"Lítinn áhuga","Sumum","Frekar illa","Kaus ekki"
"1389","Kona",81,5,"Nokkurn áhuga","Sumum","Frekar illa","Píratar"
"1390","Kona",67,6,"Nokkurn áhuga","Sumum","Mjög illa","Píratar"
"1391","Karl",20,5,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1392","Karl",65,5,"Mikinn áhuga",NA,"Mjög illa","Viðreisn"
"1393","Kona",64,4,"Lítinn áhuga","Sumum","Frekar vel",NA
"1394","Karl",29,5,"Nokkurn áhuga","Sumum","Frekar illa","Björt framtíð"
"1395","Kona",60,5,"Lítinn áhuga","Fáum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1396","Kona",45,5,"Mikinn áhuga",NA,"Frekar vel","Björt framtíð"
"1397","Karl",80,5,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1398","Karl",45,7,"Lítinn áhuga","Yfirleitt","Frekar vel","Sjálfstæðisflokkurinn"
"1399","Kona",23,5,"Mikinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1400","Kona",37,4,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1401","Karl",53,4,"Lítinn áhuga","Fáum","Frekar illa","Sjálfstæðisflokkurinn"
"1402","Karl",30,7,"Mikinn áhuga",NA,"Frekar illa",NA
"1403","Kona",38,6,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1404","Karl",35,7,"Mikinn áhuga",NA,"Frekar illa",NA
"1405","Kona",57,7,"Lítinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1406","Kona",42,1,"Nokkurn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1407","Kona",47,6,"Nokkurn áhuga",NA,"Frekar illa",NA
"1408","Kona",82,7,"Lítinn áhuga",NA,"Frekar illa","Björt framtíð"
"1409","Kona",18,2,"Nokkurn áhuga",NA,"Mjög vel","Kaus ekki"
"1410","Karl",33,5,"Nokkurn áhuga","Fáum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1411","Kona",81,1,"Mikinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1412","Karl",47,5,"Nokkurn áhuga",NA,"Frekar vel","Björt framtíð"
"1413","Kona",54,1,"Lítinn áhuga",NA,"Frekar illa",NA
"1414","Kona",62,6,"Lítinn áhuga","Fáum","Frekar illa","Kaus ekki"
"1415","Karl",43,6,"Mikinn áhuga",NA,"Frekar vel","Viðreisn"
"1416","Karl",23,6,"Nokkurn áhuga",NA,"Frekar illa","Píratar"
"1417","Kona",58,5,"Engan áhuga",NA,"Mjög illa","Dögun"
"1418","Kona",53,4,"Nokkurn áhuga","Sumum","Frekar illa","Framsóknarflokkurinn"
"1419","Kona",70,6,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1420","Kona",67,4,"Engan áhuga",NA,"Frekar vel",NA
"1421","Kona",44,5,"Nokkurn áhuga",NA,"Frekar illa","Viðreisn"
"1422","Kona",57,6,"Mikinn áhuga",NA,"Frekar illa","Viðreisn"
"1423","Karl",27,6,"Lítinn áhuga","Fáum","Frekar illa","Sjálfstæðisflokkurinn"
"1424","Karl",18,5,"Mikinn áhuga",NA,"Frekar illa",NA
"1425","Kona",28,2,"Lítinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1426","Kona",35,7,"Nokkurn áhuga","Sumum","Frekar illa","Samfylkingin"
"1427","Karl",32,1,"Nokkurn áhuga",NA,"Frekar illa","Kaus ekki"
"1428","Karl",25,7,"Mikinn áhuga",NA,"Frekar vel","Píratar"
"1429","Kona",49,1,"Nokkurn áhuga",NA,"Frekar illa","Björt framtíð"
"1430","Kona",27,5,"Mikinn áhuga","Sumum","Mjög vel","Sjálfstæðisflokkurinn"
"1431","Kona",46,1,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1432","Kona",57,2,"Lítinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1433","Kona",49,1,"Nokkurn áhuga",NA,"Frekar illa",NA
"1434","Karl",46,5,"Nokkurn áhuga",NA,"Frekar illa","Píratar"
"1435","Kona",43,1,"Nokkurn áhuga","Sumum","Frekar illa","Samfylkingin"
"1436","Karl",64,5,"Mikinn áhuga",NA,"Frekar vel","Björt framtíð"
"1437","Kona",39,2,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1438","Kona",80,6,"Nokkurn áhuga",NA,"Mjög vel","Sjálfstæðisflokkurinn"
"1439","Kona",54,6,"Nokkurn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1440","Karl",51,4,"Nokkurn áhuga",NA,"Frekar illa",NA
"1441","Kona",29,2,"Nokkurn áhuga",NA,"Frekar vel",NA
"1442","Karl",25,5,"Nokkurn áhuga",NA,"Frekar vel","Píratar"
"1443","Kona",30,4,"Lítinn áhuga",NA,"Frekar illa","Flokkur fólksins"
"1444","Karl",37,6,"Nokkurn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1445","Kona",22,6,"Nokkurn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1446","Karl",28,7,"Lítinn áhuga","Sumum",NA,"Píratar"
"1447","Kona",27,7,"Nokkurn áhuga"," Mörgum",NA,"Sjálfstæðisflokkurinn"
"1448","Kona",50,5,"Nokkurn áhuga","Fáum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1449","Karl",69,5,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1450","Karl",24,5,"Mikinn áhuga","Fáum","Mjög illa","Píratar"
"1451","Kona",41,5,"Mikinn áhuga",NA,"Frekar vel","Samfylkingin"
"1452","Kona",42,6,"Lítinn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1453","Kona",43,4,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1454","Kona",20,1,"Nokkurn áhuga","Sumum","Mjög illa","Píratar"
"1455","Karl",63,4,"Engan áhuga",NA,"Frekar vel",NA
"1456","Karl",84,5,"Mikinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1457","Karl",29,6,"Engan áhuga",NA,"Frekar illa","Viðreisn"
"1458","Karl",80,5,"Mikinn áhuga",NA,NA,NA
"1459","Kona",26,7,"Mikinn áhuga","Fáum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1460","Karl",63,5,"Nokkurn áhuga","Fáum","Frekar illa","Viðreisn"
"1461","Kona",60,2,"Nokkurn áhuga",NA,"Mjög vel","Sjálfstæðisflokkurinn"
"1462","Kona",51,6,"Nokkurn áhuga","Sumum","Frekar vel","Samfylkingin"
"1463","Kona",75,7,"Mikinn áhuga",NA,"Frekar illa",NA
"1464","Kona",62,5,"Mikinn áhuga",NA,"Frekar illa","Viðreisn"
"1465","Karl",56,7,"Nokkurn áhuga","Fáum","Frekar illa",NA
"1466","Kona",26,1,"Nokkurn áhuga","Sumum","Frekar illa","Framsóknarflokkurinn"
"1467","Karl",42,4,"Nokkurn áhuga",NA,"Frekar vel","Framsóknarflokkurinn"
"1468","Kona",19,5,"Nokkurn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1469","Kona",32,2,"Nokkurn áhuga","Sumum","Frekar illa","Samfylkingin"
"1470","Kona",20,5,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1471","Kona",93,5,"Lítinn áhuga",NA,NA,NA
"1472","Karl",40,4,"Mjög mikinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1473","Kona",66,5,"Nokkurn áhuga","Sumum","Frekar vel",NA
"1474","Kona",28,7,"Lítinn áhuga",NA,"Frekar vel","Björt framtíð"
"1475","Kona",61,6,"Mjög mikinn áhuga","Fáum","Mjög illa",NA
"1476","Kona",62,6,"Nokkurn áhuga"," Mörgum","Mjög illa","Björt framtíð"
"1477","Karl",41,7,"Nokkurn áhuga","Fáum","Frekar illa","Píratar"
"1478","Kona",61,5,"Nokkurn áhuga","Fáum","Frekar illa","Björt framtíð"
"1479","Karl",83,5,"Lítinn áhuga","Fáum","Mjög illa","Vinstrihreyfingin grænt framboð"
"1480","Karl",34,5,"Engan áhuga","Fáum","Frekar vel","Framsóknarflokkurinn"
"1481","Karl",58,7,"Mikinn áhuga",NA,NA,NA
"1482","Karl",42,5,"Nokkurn áhuga",NA,"Frekar vel","Píratar"
"1483","Kona",30,5,"Nokkurn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1484","Kona",44,5,"Mikinn áhuga",NA,"Frekar illa","Björt framtíð"
"1485","Kona",20,4,"Lítinn áhuga","Fáum","Mjög illa",NA
"1486","Karl",41,4,"Lítinn áhuga","Sumum","Frekar vel","Framsóknarflokkurinn"
"1487","Kona",53,1,"Nokkurn áhuga","Yfirleitt","Frekar illa","Vinstrihreyfingin grænt framboð"
"1488","Kona",56,1,"Lítinn áhuga",NA,"Frekar illa","Vinstrihreyfingin grænt framboð"
"1489","Kona",75,2,"Lítinn áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1490","Karl",67,4,"Nokkurn áhuga","Yfirleitt","Mjög illa","Samfylkingin"
"1491","Karl",67,4,"Mjög mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1492","Karl",56,2,"Lítinn áhuga",NA,"Frekar vel","Kaus ekki"
"1493","Karl",41,7,"Mikinn áhuga",NA,"Frekar vel","Píratar"
"1494","Kona",44,4,"Mikinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1495","Karl",25,5,"Mikinn áhuga","Sumum","Frekar illa","Samfylkingin"
"1496","Kona",76,1,"Nokkurn áhuga","Sumum","Frekar illa","Sjálfstæðisflokkurinn"
"1497","Karl",52,7,"Nokkurn áhuga"," Mörgum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1498","Karl",78,6,"Mikinn áhuga"," Mörgum","Frekar vel","Vinstrihreyfingin grænt framboð"
"1499","Karl",69,6,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1500","Karl",36,6,"Nokkurn áhuga",NA,"Frekar illa","Píratar"
"1501","Kona",88,1,"Mikinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1502","Kona",37,6,"Engan áhuga","Sumum","Frekar vel","Kaus ekki"
"1503","Kona",23,6,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1504","Kona",57,1,"Mikinn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1505","Kona",28,2,"Nokkurn áhuga","Sumum","Frekar illa","Björt framtíð"
"1506","Karl",21,4,"Nokkurn áhuga"," Mörgum","Frekar vel","Kaus ekki"
"1507","Karl",30,2,"Nokkurn áhuga","Fáum","Frekar illa","Píratar"
"1508","Karl",28,4,"Nokkurn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1509","Kona",32,7,"Lítinn áhuga","Fáum","Frekar illa","Samfylkingin"
"1510","Kona",45,6,"Lítinn áhuga","Sumum",NA,NA
"1511","Kona",53,6,"Nokkurn áhuga",NA,"Frekar vel","Viðreisn"
"1512","Kona",68,7,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1513","Kona",60,7,"Mikinn áhuga","Fáum","Mjög illa","Píratar"
"1514","Kona",78,5,"Lítinn áhuga",NA,"Frekar illa","Framsóknarflokkurinn"
"1515","Karl",55,1,"Nokkurn áhuga"," Mörgum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1516","Kona",23,5,"Lítinn áhuga",NA,"Frekar illa","Dögun"
"1517","Karl",34,5,"Nokkurn áhuga",NA,"Frekar vel",NA
"1518","Karl",47,4,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1519","Karl",43,4,"Nokkurn áhuga","Engum","Frekar vel","Sjálfstæðisflokkurinn"
"1520","Karl",69,6,"Mikinn áhuga",NA,"Frekar vel",NA
"1521","Karl",19,7,"Engan áhuga",NA,"Frekar illa","Sjálfstæðisflokkurinn"
"1522","Kona",26,7,"Nokkurn áhuga","Sumum","Frekar vel","Sjálfstæðisflokkurinn"
"1523","Karl",24,5,"Mjög mikinn áhuga","Sumum","Frekar illa","Píratar"
"1524","Karl",22,6,"Nokkurn áhuga"," Mörgum","Frekar vel","Sjálfstæðisflokkurinn"
"1525","Kona",33,2,"Mikinn áhuga",NA,"Frekar vel","Viðreisn"
"1526","Karl",52,4,"Mikinn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1527","Karl",58,5,"Mikinn áhuga",NA,"Frekar illa","Samfylkingin"
"1528","Kona",27,1,"Nokkurn áhuga","Fáum","Frekar illa","Píratar"
"1529","Kona",38,7,"Nokkurn áhuga",NA,"Frekar illa","Björt framtíð"
"1530","Karl",44,1,"Lítinn áhuga",NA,"Frekar vel",NA
"1531","Karl",20,4,"Lítinn áhuga","Fáum","Frekar vel","Kaus ekki"
"1532","Karl",39,6,"Nokkurn áhuga"," Mörgum","Frekar illa","Björt framtíð"
"1533","Kona",58,2,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1534","Kona",41,4,"Lítinn áhuga",NA,"Frekar illa","Píratar"
"1535","Karl",32,5,"Mikinn áhuga","Sumum","Mjög illa","Sjálfstæðisflokkurinn"
"1536","Kona",81,6,"Nokkurn áhuga",NA,"Frekar vel","Vinstrihreyfingin grænt framboð"
"1537","Kona",56,6,"Nokkurn áhuga",NA,"Frekar vel",NA
"1538","Kona",87,1,"Nokkurn áhuga","Fáum","Frekar vel","Sjálfstæðisflokkurinn"
"1539","Kona",52,7,"Nokkurn áhuga","Sumum","Frekar illa","Vinstrihreyfingin grænt framboð"
"1540","Kona",49,6,"Lítinn áhuga","Fáum",NA,"Samfylkingin"
"1541","Karl",53,5,"Nokkurn áhuga",NA,"Frekar vel","Sjálfstæðisflokkurinn"
"1542","Kona",27,5,"Engan áhuga","Fáum","Frekar illa","Píratar"
"1543","Kona",51,4,"Lítinn áhuga","Fáum","Frekar illa",NA
